,DVC Code,Company Name,Business Nature,business Sector,Business Industry,Listed,Legal status,User Key,User Name,Firm Key,Firm Name,Service Category,Service Name,Document Date,Document,Reference Law,DVC Date,Day,Month,Year
30207,2304300509AS500934,DHAKA BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,509,Ali Ashfaq FCA,F-0118,Rahman Rahman Huq,Audit,Statutory Audit,4/30/2023,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2023-04-30,30,April,2023
30209,2304300770AS197083,AL-ARAFAH ISLAMI BANK LIMITED,Islamic Bank,Banks,Islamic Bank,Y,Public Limited Company,770,Sabbir  Ahmed FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,4/30/2023,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2023-04-30,30,April,2023
30210,2304301591AS127972,NATIONAL BANK LTD.,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,1591,Faruk  Ahmed FCA,F-0077,Khan Wahab Shafique Rahman & Co.,Audit,Statutory Audit,4/30/2023,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2023-04-30,30,April,2023
30211,2305020860AS150082,SOUTHEAST BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,860,Md. Jahidur Rahman FCA,F-0058,Howladar Yunus & Co.,Audit,Statutory Audit,5/2/2023,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2023-05-02,02,May,2023
30212,2305020564AS921521,INTERNATIONAL FINANCE INVESTMENT AND COMMERCE BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,564,Mahmood Hasan FCA,F-0083,M J Abedin & Co.,Audit,Statutory Audit,4/27/2023,Review Report and Financial Statements,"The Companies Act, 1994",2023-05-02,02,May,2023
30213,2305080196AS154533,KARNAPHULI INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,196,Md Showkat Hossain FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,5/3/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-05-08,08,May,2023
30214,2304180392AS600811,JANATA INSURANCE COMPANY LTD.,General Insurance,Insurance,General Insurance,Y,Public Limited Company,392,A. K. Gulam Kibria FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,4/17/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-04-18,18,April,2023
30215,2304300619AS422720,MERCANTILE BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,619,Md Abu Sina FCA,F-0077,Khan Wahab Shafique Rahman & Co.,Audit,Statutory Audit,4/30/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-04-30,30,April,2023
30219,2305091162AS817302,STANDARD INSURANCE LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,1162,Md. Masudur Rahman FCA,F-0071,K M Alam & Co.,Audit,Statutory Audit,4/26/2023,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2023-05-09,09,May,2023
30221,2304080770AS478248,IDLC FINANCE LIMITED,Finanacing,NBFI,Finanacing,Y,Public Limited Company,770,Sabbir  Ahmed FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,4/6/2023,Auditors Report and Financial Statements ,"Financial Institution Act, 1993",2023-04-08,08,April,2023
30226,2302131090AO942233,UNITED COMMERCIAL BANK PLC (Old Name: UNITED COMMERCIAL BANK LIMITED),Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,1090,AKM Fazlul Haque FCA,F-0061,Hussain Farhad & Co.,Audit,Others,2/13/2023,Auditors Report and Financial Statements ,Others,2023-02-13,13,February,2023
30229,2303010509AS846749,IPDC FINANCE LIMITED,Finanacing,NBFI,Finanacing,Y,Public Limited Company,509,Ali Ashfaq FCA,F-0118,Rahman Rahman Huq,Audit,Statutory Audit,3/1/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-03-01,01,March,2023
30231,2301300353AS272903,GRAMEENPHONE LTD.,Telecom,Information Technology,Telecom,Y,Public Limited Company,353,Abu Sayed Mohammed Nayeem FCA,F-0003,ACNABIN,Audit,Statutory Audit,1/30/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-01-30,30,January,2023
30238,2303211099AS391115,PRIME FINANCE FIRST MUTUAL FUND,Mutual Funds,Funds,Mutual Funds,Y,Public Limited Company,1099,Anjan  Mallik FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,3/12/2023,Auditors Report and Financial Statements ,Others,2023-03-21,21,March,2023
30239,2302020165AS451006,INTECH LIMITED,ITES Services,Information Technology,ITES Services,Y,Public Limited Company,165,Quazi Shafiqul Islam FCA,F-0067,Islam Quazi Shafique & Co.,Audit,Statutory Audit,1/25/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-02-02,02,February,2023
30246,2303190720AS572284,UNITED INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,720,Md Faruk Uddin Ahammed FCA,F-0110,Nurul Faruk Hasan & Co.,Audit,Statutory Audit,3/16/2023,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2023-03-19,19,March,2023
30249,2304261016AS804131,SOCIAL ISLAMI BANK LIMITED ,Islamic Bank,Banks,Islamic Bank,Y,Public Limited Company,1016,Mohammad  Shaheed FCA,F-0077,Khan Wahab Shafique Rahman & Co.,Audit,Statutory Audit,4/26/2023,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2023-04-26,26,April,2023
30250,2305090151AS761218,ASIA INSURANCE LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,151,Pinaki  Das FCA,F-0112,Pinaki & Company,Audit,Statutory Audit,5/9/2023,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2023-05-09,09,May,2023
30254,2305030452AS249430,LANKABANGLA FINANCE LIMITED,Finanacing,NBFI,Finanacing,Y,Public Limited Company,452,Muhammed Farhad Hussain FCA,F-0061,Hussain Farhad & Co.,Audit,Statutory Audit,4/27/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-05-03,03,May,2023
30257,2306040151AS521883,PROVATI INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,151,Pinaki  Das FCA,F-0112,Pinaki & Company,Audit,Statutory Audit,5/31/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-06-04,04,June,2023
30259,2306110240AS891697,INTERNATIONAL LEASING AND FINANCIAL SERVICES LIMITED,Leasing & Mortgage,NBFI,Leasing & Mortgage,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,6/5/2023,Auditors Report and Financial Statements ,"Financial Institution Act, 1993",2023-06-11,11,June,2023
30261,2305140448AS123015,BANGLADESH NATIONAL INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,448,Kazi Mostafa Alam FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,5/14/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-05-14,14,May,2023
30262,2306130281AS830687,EXPRESS INSURANCE LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,281,Hedayet  Ullah FCA,F-0072,K M Hasan & Co.,Audit,Statutory Audit,6/12/2023,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2023-06-13,13,June,2023
30263,2305110240AS768369,ISLAMIC FINANCE AND INVESTMENT LIMITED,Finanacing,NBFI,Finanacing,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,5/11/2023,Auditors Report and Financial Statements ,"Financial Institution Act, 1993",2023-05-11,11,May,2023
30267,2304300787AS719317,AB BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,787,Md  Moniruzzaman FCA,F-0003,ACNABIN,Audit,Statutory Audit,4/30/2023,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2023-04-30,30,April,2023
30268,2305020196AS806605,RUPALI BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,196,Md Showkat Hossain FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,4/30/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-05-02,02,May,2023
30269,2304190939AS595650,PEOPLES INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,939,Md. Selim Reza  FCA,F-0025,ARTISAN,Audit,Statutory Audit,4/13/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-04-19,19,April,2023
30270,2303291129AS543002,DBH FINANCE PLC (Old Name: DELTA BRAC HOUSING FINANCE CORPORATION LIMITED),Finanacing,NBFI,Finanacing,Y,Public Limited Company,1129,Muhammad Aminul Hoque FCA,F-0003,ACNABIN,Audit,Statutory Audit,3/29/2023,Auditors Report and Financial Statements ,"Financial Institution Act, 1993",2023-03-29,29,March,2023
30272,2304180535AS421459,PUBALI BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,535,Nasir Uddin Ahmed FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,4/13/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-04-18,18,April,2023
30283,2304170196AS316202,PRAGATI INSURANCE LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,196,Md Showkat Hossain FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,4/12/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-04-17,17,April,2023
30285,2304170478AS920036,CRYSTAL INSURANC COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,478,M Zabed Ali Mridha FCA,F-0017,Ahmed Zaker & Co.,Audit,Statutory Audit,4/17/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-04-17,17,April,2023
30288,2304240478AS122917,EXPORT IMPORT BANK OF BANGLADESH LIMITED,Islamic Bank,Banks,Islamic Bank,Y,Public Limited Company,478,M Zabed Ali Mridha FCA,F-0017,Ahmed Zaker & Co.,Audit,Statutory Audit,4/24/2023,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2023-04-24,24,April,2023
30291,2304181259AS556748,DUTCH BANGLA BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,1259,Ziaur  Rahman Zia FCA,F-0010,A Qasem & Co.,Audit,Statutory Audit,4/18/2023,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2023-04-18,18,April,2023
30292,2304050770AS553378,SHAHJALAL ISLAMI BANK LIMITED,Islamic Bank,Banks,Islamic Bank,Y,Public Limited Company,770,Sabbir  Ahmed FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,4/5/2023,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2023-04-05,05,April,2023
30295,2305111497CC733444,STANDARD INSURANCE LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,1497,Mohammad Abu Kawsar FCA,F-0137,T Hussain & Co.,Certification,Corporate Governance Certification,5/11/2023,Certification for CG Governance,"Bangladesh Securities and Exchange Commission Act, 1993",2023-05-11,11,May,2023
30297,2304261204AS894137,FIRST SECURITY ISLAMI BANK LIMITED,Islamic Bank,Banks,Islamic Bank,Y,Public Limited Company,1204,Mohammad Mofizul Haque Rinku FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,4/26/2023,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2023-04-26,26,April,2023
30299,2304300535AS323588,RUPALI BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,535,Nasir Uddin Ahmed FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,4/30/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-04-30,30,April,2023
30300,2304300535AS734791,ONE BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,535,Nasir Uddin Ahmed FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,4/30/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-04-30,30,April,2023
30302,2305080596AS523176,ASIA PACIFIC GENERAL INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,596,Md Iqbal Hossain FCA,F-0142,Zoha Zaman Kabir Rashid & Co.,Audit,Statutory Audit,4/16/2023,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2023-05-08,08,May,2023
30303,2305091885AS636618,EASTLAND INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,1885,Md. Tanjilur Rahman FCA,F-0077,Khan Wahab Shafique Rahman & Co.,Audit,Statutory Audit,5/9/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-05-09,09,May,2023
30304,2303270595AS917210,PIONEER INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,595,Md Shafiqul Islam FCA,F-0127,Shafiq Basak & Co.,Audit,Statutory Audit,3/27/2023,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2023-03-27,27,March,2023
30306,2304300625AS833879,STANDARD BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,625,Sampad Kumar Basak FCA,F-0127,Shafiq Basak & Co.,Audit,Statutory Audit,4/30/2023,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2023-04-30,30,April,2023
30307,2305070247AS529838,REPUBLIC INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,4/27/2022,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2023-05-07,07,May,2023
30308,2305090478AS299854,ISLAMI INSURANCE BANGLADESH LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,478,M Zabed Ali Mridha FCA,F-0017,Ahmed Zaker & Co.,Audit,Statutory Audit,5/9/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-05-09,09,May,2023
30310,2304100770AS807408,BRAC BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,770,Sabbir  Ahmed FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,4/10/2023,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2023-04-10,10,April,2023
30311,2304110521AS582310,THE CITY BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,521,Muhammad  Farooq FCA,F-0058,Howladar Yunus & Co.,Audit,Statutory Audit,4/11/2023,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2023-04-11,11,April,2023
30316,2307271048AS423364,MEGHNA LIFE INSURANCE COMPANY LIMITED,Life Insurance,Insurance,Life Insurance,Y,Public Limited Company,1048,Mohammad Shibbir Hossain FCA,F-0027,Ashraf Uddin & Co.,Audit,Statutory Audit,7/27/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-07-27,27,July,2023
30318,2309100247AS481195,PHOENIX FINANCE & INVESTMENTS LIMITED,Leasing & Mortgage,NBFI,Leasing & Mortgage,Y,Public Limited Company,247,Md  Waliullah FCA,F-0094,Malek Siddiqui Wali,Audit,Statutory Audit,9/10/2023,Auditors Report and Financial Statements ,"Financial Institution Act, 1993",2023-09-10,10,September,2023
30319,2307310804AS447641,SANDHANI LIFE INSURANCE COMPANY LIMITED,Life Insurance,Insurance,Life Insurance,Y,Public Limited Company,804,Md Aftab Uddin Ahmed FCA,F-0034,Aziz Halim Khair Choudhury,Audit,Statutory Audit,7/31/2023,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2023-07-31,31,July,2023
30321,2305110670AS915676,PHOENIX INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,670,AKM Kamrul Islam FCA,F-0065,Islam Aftab Kamrul & Co.,Audit,Statutory Audit,4/5/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-05-11,11,May,2023
30322,2305150392AS769833,FEDERAL INSURANCE COMPANY LTD.,General Insurance,Insurance,General Insurance,Y,Public Limited Company,392,A. K. Gulam Kibria FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,4/29/2023,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2023-05-15,15,May,2023
30327,2305301244AS777952,DHAKA INSURANCE LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,1244,Muhammad Shajedul Hoque Talukder FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,5/30/2023,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2023-05-30,30,May,2023
30330,2305150196AS940906,RUPALI INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,196,Md Showkat Hossain FCA,F-0011,A Wahab & Co.,Audit,Statutory Audit,5/14/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-05-15,15,May,2023
30333,2305210165AS501654,AGRANI INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,165,Quazi Shafiqul Islam FCA,F-0067,Islam Quazi Shafique & Co.,Audit,Statutory Audit,5/10/2023,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2023-05-21,21,May,2023
30334,2306180392AS385160,PRIME INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,392,A. K. Gulam Kibria FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,6/14/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-06-18,18,June,2023
30335,2305290619AS677095,PURABI GENERAL INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,619,Md Abu Sina FCA,F-0077,Khan Wahab Shafique Rahman & Co.,Audit,Statutory Audit,5/29/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-05-29,29,May,2023
30336,2306050731AC452168,NATIONAL LIFE INSURANCE COMPANY LIMITED,Life Insurance,Insurance,Life Insurance,Y,Public Limited Company,731,Md Raqibul Islam FCA,F-0088,M R H Dey & Co.,Audit,Corporate Governance Certification,6/5/2023,Certification for CG Governance,"Bangladesh Securities and Exchange Commission Act, 1993",2023-06-05,05,June,2023
30337,2305181497CC868902,REPUBLIC INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,1497,Mohammad Abu Kawsar FCA,F-0137,T Hussain & Co.,Certification,Corporate Governance Certification,5/18/2023,Certification for CG Governance,"Bangladesh Securities and Exchange Commission Act, 1993",2023-05-18,18,May,2023
30339,2306210528AS177527,SONAR BANGLA INSURANCE LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,528,Md Iqbal Hossain FCA,F-0004,A Hoque & Co.,Audit,Statutory Audit,6/21/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-06-21,21,June,2023
30340,2306130586AS551911,UNION INSURANCE CO. LTD,General Insurance,Insurance,General Insurance,Y,Public Limited Company,586,Syed Mahmud Ahmad FCA,F-0086,M M Rahman & Co.,Audit,Statutory Audit,6/13/2023,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2023-06-13,13,June,2023
30341,2305300535AS820747,DESH GENERAL INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,535,Nasir Uddin Ahmed FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,5/30/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-05-30,30,May,2023
30344,2306150500CC462225,NORTHERN ISLAMI INSURANCE LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,500,Sunirmal  Chowdhury FCA,F-0041,Das Chowdhury Dutta & Co.,Certification,Corporate Governance Certification,6/15/2023,Certification for CG Governance,Others,2023-06-15,15,June,2023
30345,2305240612AS104897,BANGLADESH GENERAL INSURANCE COMPANY (BGIC) LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,612,Ferdous Ahmed Khan FCA,F-0111,OCTOKHAN,Audit,Statutory Audit,5/24/2023,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2023-05-24,24,May,2023
30349,2305181497CC982359,PHOENIX INSURANCE COMPANY LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,1497,Mohammad Abu Kawsar FCA,F-0137,T Hussain & Co.,Certification,Corporate Governance Certification,5/18/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-05-18,18,May,2023
30351,2307110575AS742318,GLOBAL INSURANCE LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,575,Md Abdul Momin Khan Lohani FCA,F-0025,ARTISAN,Audit,Statutory Audit,7/11/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-07-11,11,July,2023
30354,2304261204AS936516,FIRST SECURITY ISLAMI BANK LIMITED,Islamic Bank,Banks,Islamic Bank,Y,Public Limited Company,1204,Mohammad Mofizul Haque Rinku FCA,F-0115,Rahman Mostafa Alam & Co.,Audit,Statutory Audit,4/26/2023,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2023-04-26,26,April,2023
30356,2304300860AS497844,NRB COMMERCIAL BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,860,Md. Jahidur Rahman FCA,F-0058,Howladar Yunus & Co.,Audit,Statutory Audit,4/30/2023,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2023-04-30,30,April,2023
30357,2304260787AS109585,UNITED COMMERCIAL BANK PLC (Old Name: UNITED COMMERCIAL BANK LIMITED),Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,787,Md  Moniruzzaman FCA,F-0003,ACNABIN,Audit,Statutory Audit,4/25/2023,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2023-04-26,26,April,2023
30358,2304270595AS755907,JAMUNA BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,595,Md Shafiqul Islam FCA,F-0127,Shafiq Basak & Co.,Audit,Statutory Audit,4/27/2023,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2023-04-27,27,April,2023
30360,2304260239AS608363,FIRST SECURITY ISLAMI BANK LIMITED,Islamic Bank,Banks,Islamic Bank,Y,Public Limited Company,239,Sarwar  Mahmood FCA,F-0127,Shafiq Basak & Co.,Audit,Statutory Audit,4/26/2023,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2023-04-26,26,April,2023
30361,2304270353AS685059,PRIME BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,353,Abu Sayed Mohammed Nayeem FCA,F-0003,ACNABIN,Audit,Statutory Audit,4/27/2023,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2023-04-27,27,April,2023
30363,2304270392AS774707,SOUTH BANGLA AGRICULTURE AND COMMERCE BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,392,A. K. Gulam Kibria FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,4/26/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-04-27,27,April,2023
30365,2305020564AS318467,MUTUAL TRUST BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,564,Mahmood Hasan FCA,F-0083,M J Abedin & Co.,Audit,Statutory Audit,4/30/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-05-02,02,May,2023
30367,2304260528AS887640,CONTINENTAL INSURANCE LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,528,Md Iqbal Hossain FCA,F-0004,A Hoque & Co.,Audit,Statutory Audit,4/26/2023,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2023-04-26,26,April,2023
30368,2304291032AS705550,NORTHERN ISLAMI INSURANCE LIMITED,General Insurance,Insurance,General Insurance,Y,Public Limited Company,1032,Fouzia  Haque FCA,F-0044,FAMES & R,Audit,Statutory Audit,4/29/2023,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2023-04-29,29,April,2023
30369,2304300672AS359577,MERCANTILE BANK LIMITED,Commercial Bank,Banks,Commercial Bank,Y,Public Limited Company,672,Md Shahadat Hossain FCA,F-0090,MABS & J Partners,Audit,Statutory Audit,4/30/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-04-30,30,April,2023
30372,2303290595AS229352,ICB ISLAMIC BANK LIMITED,Islamic Bank,Banks,Islamic Bank,Y,Public Limited Company,595,Md Shafiqul Islam FCA,F-0127,Shafiq Basak & Co.,Audit,Statutory Audit,3/29/2023,Auditors Report and Financial Statements ,"The Bank Company Act, 1991",2023-03-29,29,March,2023
30373,2304270670AS604986,NATIONAL HOUSING FINANCE AND INVESTMENT LIMITED,Finanacing,NBFI,Finanacing,Y,Public Limited Company,670,AKM Kamrul Islam FCA,F-0065,Islam Aftab Kamrul & Co.,Audit,Statutory Audit,4/17/2023,Auditors Report and Financial Statements ,"Financial Institution Act, 1993",2023-04-27,27,April,2023
30402,2308130392AS898032,POPULAR LIFE INSURANCE COMPANY LIMITED,Life Insurance,Insurance,Life Insurance,Y,Public Limited Company,392,A. K. Gulam Kibria FCA,F-0047,G Kibria & Co.,Audit,Statutory Audit,8/10/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-08-13,13,August,2023
30408,2307171439AS765478,PADMA ISLAMI LIFE INSURANCE LIMITED.,Life Insurance,Insurance,Life Insurance,Y,Public Limited Company,1439,Md. Abdur Rahman FCA,F-0067,Islam Quazi Shafique & Co.,Audit,Statutory Audit,7/17/2023,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2023-07-17,17,July,2023
30409,2308221512AS822116,PRIME FINANCE AND INVESTMENT LTD.,Finanacing,NBFI,Finanacing,Y,Public Limited Company,1512,Shaikh Hasibur Rahman FCA,F-0055,Hoda Vasi Chowdhury & Co.,Audit,Statutory Audit,8/8/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-08-22,22,August,2023
30410,2308240850AS892107,BANGLADESH INDUSTRIAL FINANCE COMPANY LIMITED,Leasing & Mortgage,NBFI,Leasing & Mortgage,Y,Public Limited Company,850,Harun  Mahmud FCA,F-0083,M J Abedin & Co.,Audit,Statutory Audit,8/24/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-08-24,24,August,2023
30411,2308200312AS252101,FAREAST FINANCE & INVESTMENT LIMITED,Finanacing,NBFI,Finanacing,Y,Public Limited Company,312,Harun-ur  Rashid FCA,F-0142,Zoha Zaman Kabir Rashid & Co.,Audit,Statutory Audit,8/17/2023,Auditors Report and Financial Statements ,"Financial Institution Act, 1993",2023-08-20,20,August,2023
30414,2309100904AS580322,UNION CAPITAL LIMITED								,Finanacing,NBFI,Finanacing,Y,Public Limited Company,904,Asifur Rahman FCA,F-0061,Hussain Farhad & Co.,Audit,Statutory Audit,9/7/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-09-10,10,September,2023
30418,2308030240AS298713,SUNLIFE INSURANCE COMPANY LIMITED,Life Insurance,Insurance,Life Insurance,Y,Public Limited Company,240,Md Nurul Hossain Khan FCA,F-0073,Kazi Zahir Khan & Co.,Audit,Statutory Audit,8/2/2023,Auditors Report and Financial Statements ,"The Insurance Act, 2010",2023-08-03,03,August,2023
30419,2309101067AS599379,PRIME ISLAMI LIFE INSURANCE LIMITED,Life Insurance,Insurance,Life Insurance,Y,Public Limited Company,1067,Md. Mahmudul Ambia FCA,F-0091,Mahfel Huq & Co.,Audit,Statutory Audit,9/5/2023,Auditors Report and Financial Statements ,"The Companies Act, 1994",2023-09-10,10,September,2023
